proband_id,Session_Duration (hours),Calories_Burned,Workout_Type
14525,1.23,1327.29,Strength
14526,0.96,951.26,Strength
14527,1.36,1796.7,HIIT
14528,1.37,904.2,Yoga
14529,1.94,1514.36,Yoga
14530,1.36,978.38,Yoga
14531,0.75,907.5,HIIT
14532,1.17,1541.83,HIIT
14533,1.5,1440.0,Cardio
14534,1.24,1340.32,Strength
14535,1.34,964.8,Yoga
14536,0.98,646.8,Yoga
14537,1.36,1795.2,HIIT
14538,1.26,1106.78,Cardio
14539,1.13,1118.7,Strength
14540,0.75,741.82,Strength
14541,1.35,1336.5,Strength
14542,1.05,1040.44,Strength
14543,1.21,1465.43,HIIT
14544,1.37,1478.37,Strength
14545,1.18,1271.21,Strength
14546,0.62,544.11,Cardio
14547,1.97,2050.38,Cardio
14548,1.0,957.6,Cardio
14549,0.66,797.87,HIIT
14550,1.29,1135.2,Cardio
14551,1.4,1690.92,HIIT
14552,1.08,778.25,Yoga
14553,1.14,820.12,Yoga
14554,0.92,810.34,Cardio
14555,1.04,914.37,Cardio
14556,1.33,956.8,Yoga
14557,1.14,1004.11,Cardio
14558,0.62,613.8,Strength
14559,1.26,1661.81,HIIT
14560,1.42,1532.32,Strength
14561,1.37,1805.39,HIIT
14562,0.53,349.16,Yoga
14563,1.09,1049.02,Cardio
14564,0.66,436.0,Yoga
14565,0.89,783.2,Cardio
14566,1.07,708.13,Yoga
14567,1.53,1794.23,Strength
14568,1.89,2204.5,Strength
14569,1.37,1314.1,Cardio
14570,1.14,1003.2,Cardio
14571,1.38,1323.7,Cardio
14572,1.03,1019.7,Strength
14573,1.18,1427.8,HIIT
14574,1.63,1910.03,Strength
14575,1.93,2759.9,HIIT
14576,0.89,784.62,Cardio
14577,1.03,1113.33,Strength
14578,1.47,1942.02,HIIT
14579,1.72,2461.49,HIIT
14580,0.73,642.4,Cardio
14581,0.83,821.7,Strength
14582,1.26,1664.59,HIIT
14583,0.76,918.76,HIIT
14584,0.66,436.39,Yoga
14585,1.19,1438.59,HIIT
14586,1.37,1808.4,HIIT
14587,1.52,1184.69,Yoga
14588,1.5,1482.3,Strength
14589,1.33,1755.6,HIIT
14590,0.7,846.23,HIIT
14591,1.28,1229.82,Cardio
14592,1.74,2490.11,HIIT
14593,1.28,1384.7,Strength
14594,1.35,1780.52,HIIT
14595,1.0,1083.6,Strength
14596,1.8,1399.68,Yoga
14597,1.15,1521.8,HIIT
14598,1.31,1257.6,Cardio
14599,1.69,1975.78,Strength
14600,1.22,1210.0,Strength
14601,0.71,702.9,Strength
14602,1.18,1133.74,Cardio
14603,1.85,2167.83,Strength
14604,0.81,979.21,HIIT
14605,1.74,1810.99,Cardio
14606,1.09,1175.24,Strength
14607,1.48,1599.73,Strength
14608,0.55,543.51,Strength
14609,1.57,2241.65,HIIT
14610,1.41,1353.6,Cardio
14611,0.81,980.99,HIIT
14612,1.93,2258.1,Strength
14613,1.31,1727.76,HIIT
14614,1.2,864.0,Yoga
14615,1.18,850.31,Yoga
14616,1.42,1024.1,Yoga
14617,1.36,1306.69,Cardio
14618,1.46,1576.8,Strength
14619,1.0,1080.0,Strength
14620,1.44,1552.61,Strength
14621,1.37,1356.3,Strength
14622,1.25,1198.0,Cardio
14623,0.74,487.07,Yoga
14624,1.03,742.84,Yoga
14625,1.26,1664.59,HIIT
14626,1.41,1522.8,Strength
14627,1.19,859.66,Yoga
14628,1.17,1546.97,HIIT
14629,1.36,978.38,Yoga
14630,1.34,1445.99,Strength
14631,1.06,699.6,Yoga
14632,1.08,1309.18,HIIT
14633,1.26,830.84,Yoga
14634,1.62,1895.4,Strength
14635,1.4,1513.26,Strength
14636,1.1,1452.0,HIIT
14637,1.65,2354.06,HIIT
14638,1.16,1112.67,Cardio
14639,1.42,1871.28,HIIT
14640,1.75,2506.35,HIIT
14641,1.68,1962.58,Strength
14642,1.32,950.4,Yoga
14643,2.0,2078.4,Cardio
14644,1.58,1845.76,Strength
14645,0.92,607.2,Yoga
14646,1.37,904.2,Yoga
14647,0.97,961.17,Strength
14648,1.3,1717.43,HIIT
14649,1.25,1512.5,HIIT
14650,1.49,1965.16,HIIT
14651,0.68,823.55,HIIT
14652,1.93,2258.1,Strength
14653,1.18,1558.9,HIIT
14654,1.45,1566.0,Strength
14655,1.04,749.42,Yoga
14656,1.4,1345.12,Cardio
14657,1.56,1216.8,Yoga
14658,1.13,814.96,Yoga
14659,0.83,1002.47,HIIT
14660,1.02,899.23,Cardio
14661,1.91,2729.2,HIIT
14662,1.7,1990.53,Strength
14663,1.04,999.23,Cardio
14664,1.3,1405.17,Strength
14665,1.38,1321.49,Cardio
14666,0.52,342.89,Yoga
14667,1.11,1099.9,Strength
14668,1.29,852.17,Yoga
14669,1.99,1554.59,Yoga
14670,1.24,1499.04,HIIT
14671,1.47,1294.78,Cardio
14672,1.29,1275.94,Strength
14673,1.47,1942.02,HIIT
14674,0.65,429.0,Yoga
14675,0.76,501.6,Yoga
14676,1.78,1389.47,Yoga
14677,1.49,1965.16,HIIT
14678,1.39,1334.4,Cardio
14679,1.49,1430.4,Cardio
14680,1.84,2156.11,Strength
14681,1.38,1492.88,Strength
14682,1.84,2154.46,Strength
14683,1.88,2688.4,HIIT
14684,1.28,844.8,Yoga
14685,1.97,2051.95,Cardio
14686,1.64,2343.4,HIIT
14687,1.82,2132.68,Strength
14688,1.25,1098.0,Cardio
14689,1.0,1321.1,HIIT
14690,1.04,748.8,Yoga
14691,1.52,2166.91,HIIT
14692,0.61,738.1,HIIT
14693,1.36,1305.6,Cardio
14694,1.02,733.79,Yoga
14695,0.64,775.1,HIIT
14696,1.09,959.2,Cardio
14697,1.35,1780.52,HIIT
14698,0.97,959.43,Strength
14699,0.58,510.86,Cardio
14700,1.47,1586.28,Strength
14701,0.98,971.08,Strength
14702,1.22,877.67,Yoga
14703,0.68,823.55,HIIT
14704,1.38,912.46,Yoga
14705,1.75,1818.6,Cardio
14706,1.58,1233.35,Yoga
14707,1.38,1489.16,Strength
14708,1.35,972.81,Yoga
14709,1.35,972.0,Yoga
14710,1.15,1104.92,Cardio
14711,1.33,1435.2,Strength
14712,1.52,1580.8,Cardio
14713,1.25,1198.0,Cardio
14714,1.04,1125.07,Strength
14715,1.13,1490.36,HIIT
14716,1.38,1669.8,HIIT
14717,1.22,879.86,Yoga
14718,1.49,1963.52,HIIT
14719,1.21,1160.63,Cardio
14720,0.84,554.4,Yoga
14721,1.37,1806.89,HIIT
14722,1.02,672.59,Yoga
14723,1.27,1369.31,Strength
14724,1.34,1444.79,Strength
14725,1.42,1716.64,HIIT
14726,1.27,1221.23,Cardio
14727,1.24,1226.48,Strength
14728,1.18,1168.2,Strength
14729,1.24,1500.4,HIIT
14730,1.07,1062.19,Strength
14731,1.1,1188.0,Strength
14732,1.22,805.2,Yoga
14733,1.27,1536.7,HIIT
14734,1.67,1734.13,Cardio
14735,1.64,1708.22,Cardio
14736,0.9,791.28,Cardio
14737,1.38,1492.88,Strength
14738,1.47,1411.2,Cardio
14739,0.97,1174.77,HIIT
14740,1.87,1943.3,Cardio
14741,1.36,1647.1,HIIT
14742,1.06,763.2,Yoga
14743,1.37,1811.41,HIIT
14744,1.57,1631.54,Cardio
14745,1.06,1015.06,Cardio
14746,1.11,1198.8,Strength
14747,1.35,1458.0,Strength
14748,1.26,1660.43,HIIT
14749,1.1,792.66,Yoga
14750,1.17,1265.71,Strength
14751,1.39,1332.18,Cardio
14752,1.44,1269.5,Cardio
14753,0.61,403.7,Yoga
14754,1.42,1533.6,Strength
14755,0.52,343.2,Yoga
14756,1.35,1784.97,HIIT
14757,1.52,1582.02,Cardio
14758,1.35,1334.07,Strength
14759,1.33,1167.21,Cardio
14760,0.99,982.77,Strength
14761,1.44,1036.8,Yoga
14762,1.11,1196.8,Strength
14763,1.98,2314.82,Strength
14764,1.07,1059.3,Strength
14765,1.06,1046.54,Strength
14766,0.94,620.96,Yoga
14767,1.45,1752.9,HIIT
14768,0.63,763.69,HIIT
14769,0.55,545.0,Strength
14770,1.85,1921.04,Cardio
14771,0.62,613.8,Strength
14772,1.6,1870.56,Strength
14773,1.92,1996.8,Cardio
14774,1.42,1404.52,Strength
14775,1.86,1449.68,Yoga
14776,1.87,1946.3,Cardio
14777,1.22,804.47,Yoga
14778,1.8,1870.56,Cardio
14779,1.41,928.91,Yoga
14780,1.46,1052.08,Yoga
14781,1.99,2069.6,Cardio
14782,1.31,1257.6,Cardio
14783,0.88,581.86,Yoga
14784,1.08,1307.99,HIIT
14785,1.85,1922.52,Cardio
14786,1.82,2134.31,Strength
14787,1.13,1490.36,HIIT
14788,1.24,1227.6,Strength
14789,1.3,935.22,Yoga
14790,1.46,1284.8,Cardio
14791,0.87,1053.66,HIIT
14792,1.37,1654.69,HIIT
14793,1.31,1587.98,HIIT
14794,0.77,762.99,Strength
14795,1.89,1962.58,Cardio
14796,1.15,1242.0,Strength
14797,1.54,1601.6,Cardio
14798,1.92,1497.6,Yoga
14799,1.08,776.95,Yoga
14800,1.93,2764.15,HIIT
14801,1.36,1303.42,Cardio
14802,0.68,447.98,Yoga
14803,0.81,536.54,Yoga
14804,1.47,1455.3,Strength
14805,0.61,738.77,HIIT
14806,1.98,2313.04,Strength
14807,1.26,831.6,Yoga
14808,1.55,1613.24,Cardio
14809,1.3,1571.57,HIIT
14810,1.39,1377.35,Strength
14811,1.79,1864.46,Cardio
14812,1.17,1544.4,HIIT
14813,1.13,1366.06,HIIT
14814,1.11,978.58,Cardio
14815,0.79,783.52,Strength
14816,0.54,356.4,Yoga
14817,0.8,527.04,Yoga
14818,1.64,1920.28,Strength
14819,0.74,733.27,Strength
14820,1.66,2368.32,HIIT
14821,1.16,1250.71,Strength
14822,1.41,1521.53,Strength
14823,1.6,1664.0,Cardio
14824,0.78,687.65,Cardio
14825,0.72,871.2,HIIT
14826,1.58,1641.94,Cardio
14827,1.15,1012.92,Cardio
14828,1.5,989.1,Yoga
14829,1.02,1347.52,HIIT
14830,0.81,979.21,HIIT
14831,1.57,1634.06,Cardio
14832,1.38,1363.72,Strength
14833,1.37,1360.0,Strength
14834,1.97,2048.8,Cardio
14835,1.35,889.38,Yoga
14836,1.35,1185.84,Cardio
14837,1.32,1738.04,HIIT
14838,1.48,1418.43,Cardio
14839,1.43,1543.11,Strength
14840,1.94,1510.87,Yoga
14841,0.73,724.01,Strength
14842,1.38,1487.92,Strength
14843,0.72,474.77,Yoga
14844,1.89,1475.33,Yoga
14845,1.52,1580.8,Cardio
14846,1.35,1341.36,Strength
14847,1.63,1695.2,Cardio
14848,1.33,1277.86,Cardio
14849,0.71,702.9,Strength
14850,1.15,1103.08,Cardio
14851,1.36,1348.85,Strength
14852,1.57,1834.07,Strength
14853,1.03,1114.25,Strength
14854,0.9,593.46,Yoga
14855,1.81,1882.4,Cardio
14856,1.29,1698.54,HIIT
14857,1.26,1521.83,HIIT
14858,1.17,1544.4,HIIT
14859,1.33,1169.34,Cardio
14860,1.83,2620.93,HIIT
14861,1.44,1742.4,HIIT
14862,0.97,959.43,Strength
14863,0.91,1103.1,HIIT
14864,0.78,515.27,Yoga
14865,1.7,1327.02,Yoga
14866,1.29,1562.32,HIIT
14867,1.03,985.5,Cardio
14868,1.4,1344.0,Cardio
14869,1.37,1805.39,HIIT
14870,0.65,573.04,Cardio
14871,1.2,790.56,Yoga
14872,1.28,1229.82,Cardio
14873,0.75,659.4,Cardio
14874,1.08,1305.61,HIIT
14875,1.18,1560.2,HIIT
14876,1.14,1128.6,Strength
14877,1.72,1342.63,Yoga
14878,1.36,1347.62,Strength
14879,0.94,622.09,Yoga
14880,1.42,1365.47,Cardio
14881,1.34,1285.33,Cardio
14882,1.68,1748.54,Cardio
14883,0.99,979.21,Strength
14884,1.93,2762.02,HIIT
14885,1.11,1470.08,HIIT
14886,1.46,1405.1,Cardio
14887,0.71,859.88,HIIT
14888,1.37,1205.6,Cardio
14889,1.79,2559.7,HIIT
14890,1.37,986.4,Yoga
14891,1.32,1427.98,Strength
14892,1.16,766.3,Yoga
14893,1.21,871.2,Yoga
14894,1.26,1360.8,Strength
14895,1.41,1394.63,Strength
14896,1.29,1393.2,Strength
14897,1.04,913.54,Cardio
14898,1.03,1358.47,HIIT
14899,1.46,1050.32,Yoga
14900,1.14,1094.4,Cardio
14901,0.84,739.2,Cardio
14902,1.97,2814.93,HIIT
14903,1.63,2332.69,HIIT
14904,1.6,1249.92,Yoga
14905,1.61,1885.15,Strength
14906,1.1,1089.0,Strength
14907,1.89,2704.78,HIIT
14908,1.83,1900.27,Cardio
14909,1.42,1718.2,HIIT
14910,1.42,1531.04,Strength
14911,1.13,812.24,Yoga
14912,1.79,1863.03,Cardio
14913,1.08,1165.43,Strength
14914,1.36,1799.69,HIIT
14915,1.47,1938.78,HIIT
14916,1.93,2755.65,HIIT
14917,1.99,1552.2,Yoga
14918,0.76,921.27,HIIT
14919,1.38,1215.5,Cardio
14920,1.06,1019.3,Cardio
14921,0.64,422.02,Yoga
14922,1.19,1286.27,Strength
14923,1.24,1339.2,Strength
14924,1.24,1635.44,HIIT
14925,1.08,1425.6,HIIT
14926,1.95,1521.0,Yoga
14927,1.79,2097.52,Strength
14928,1.88,2202.98,Strength
14929,1.41,1520.26,Strength
14930,1.26,905.69,Yoga
14931,1.6,2289.76,HIIT
14932,1.73,1351.48,Yoga
14933,1.84,1436.3,Yoga
14934,1.19,1047.2,Cardio
14935,1.07,769.76,Yoga
14936,1.28,1685.38,HIIT
14937,1.07,706.2,Yoga
14938,1.39,1220.98,Cardio
14939,1.81,1885.3,Cardio
14940,0.84,830.84,Strength
14941,1.15,1103.08,Cardio
14942,1.19,1285.2,Strength
14943,1.46,1287.14,Cardio
14944,1.0,720.6,Yoga
14945,1.29,1559.48,HIIT
14946,1.32,949.61,Yoga
14947,1.37,1206.7,Cardio
14948,1.39,1834.8,HIIT
14949,1.0,879.2,Cardio
14950,1.36,1347.62,Strength
14951,1.08,1306.8,HIIT
14952,0.67,811.44,HIIT
14953,1.48,1787.54,HIIT
14954,1.16,1251.76,Strength
14955,1.45,1392.0,Cardio
14956,1.37,902.56,Yoga
14957,1.11,1065.6,Cardio
14958,1.28,1269.5,Strength
14959,0.56,675.14,HIIT
14960,0.79,955.03,HIIT
14961,1.87,2674.1,HIIT
14962,1.11,1065.6,Cardio
14963,1.3,935.22,Yoga
14964,1.79,1394.05,Yoga
14965,1.14,1095.31,Cardio
14966,1.9,1480.86,Yoga
14967,1.36,979.2,Yoga
14968,1.46,1052.95,Yoga
14969,1.65,2359.5,HIIT
14970,1.79,2094.3,Strength
14971,1.39,1683.43,HIIT
14972,1.36,1196.8,Cardio
14973,1.38,992.77,Yoga
14974,1.06,1019.3,Cardio
14975,0.79,522.35,Yoga
14976,1.44,1035.94,Yoga
14977,1.15,1519.26,HIIT
14978,1.17,1124.14,Cardio
14979,1.26,1661.81,HIIT
14980,1.02,1347.52,HIIT
14981,1.27,914.4,Yoga
14982,1.05,755.37,Yoga
14983,1.75,2045.92,Strength
14984,1.51,1571.61,Cardio
14985,1.41,1397.17,Strength
14986,0.67,811.44,HIIT
14987,1.4,1008.0,Yoga
14988,1.51,1769.42,Strength
14989,1.27,1675.0,HIIT
14990,1.22,1316.5,Strength
14991,1.83,1427.4,Yoga
14992,1.08,1309.18,HIIT
14993,0.61,603.35,Strength
14994,1.41,932.29,Yoga
14995,1.04,749.42,Yoga
14996,1.45,1909.22,HIIT
14997,1.11,1200.8,Strength
14998,1.09,957.46,Cardio
14999,1.45,1568.61,Strength
15000,1.02,735.01,Yoga
15001,1.05,1134.95,Strength
15002,1.64,1706.91,Cardio
15003,1.33,1437.6,Strength
15004,1.32,1427.98,Strength
15005,1.36,1468.8,Strength
15006,0.81,980.1,HIIT
15007,1.23,1492.36,HIIT
15008,1.45,1042.26,Yoga
15009,1.18,1129.97,Cardio
15010,0.73,480.92,Yoga
15011,1.71,2450.94,HIIT
15012,1.17,1159.35,Strength
15013,1.61,1671.82,Cardio
15014,1.03,988.8,Cardio
15015,1.06,1143.85,Strength
15016,1.5,1079.1,Yoga
15017,1.43,1543.11,Strength
15018,1.45,1435.5,Strength
15019,1.43,1375.09,Cardio
15020,1.15,1012.92,Cardio
15021,1.14,1095.31,Cardio
15022,1.09,1440.0,HIIT
15023,1.37,1805.39,HIIT
15024,1.45,1274.84,Cardio
15025,1.79,1861.6,Cardio
15026,1.32,951.19,Yoga
15027,1.95,2283.26,Strength
15028,1.4,1008.84,Yoga
15029,1.81,1410.71,Yoga
15030,1.99,1551.01,Yoga
15031,1.35,1782.0,HIIT
15032,1.03,741.6,Yoga
15033,0.55,545.0,Strength
15034,1.33,1755.6,HIIT
15035,1.37,983.93,Yoga
15036,1.38,1820.08,HIIT
15037,1.44,1381.25,Cardio
15038,1.6,1247.04,Yoga
15039,0.6,395.64,Yoga
15040,1.22,879.86,Yoga
15041,0.71,624.8,Cardio
15042,1.0,880.8,Cardio
15043,1.64,1279.2,Yoga
15044,1.07,1412.4,HIIT
15045,1.37,1356.3,Strength
15046,0.54,356.72,Yoga
15047,0.77,507.28,Yoga
15048,1.18,1427.8,HIIT
15049,0.53,466.4,Cardio
15050,0.57,690.33,HIIT
15051,1.49,1966.8,HIIT
15052,0.77,509.59,Yoga
15053,1.2,1581.36,HIIT
15054,1.78,2087.41,Strength
15055,1.29,930.35,Yoga
15056,1.43,1548.26,Strength
15057,0.72,713.45,Strength
15058,1.29,851.4,Yoga
15059,1.14,1383.16,HIIT
15060,0.54,475.63,Cardio
15061,1.67,1952.4,Strength
15062,1.47,1780.32,HIIT
15063,1.39,917.4,Yoga
15064,1.59,1860.3,Strength
15065,0.65,429.39,Yoga
15066,1.08,952.13,Cardio
15067,1.19,1570.8,HIIT
15068,1.48,1599.73,Strength
15069,1.3,858.78,Yoga
15070,1.4,1345.12,Cardio
15071,1.39,915.73,Yoga
15072,1.52,1775.66,Strength
15073,1.73,2475.8,HIIT
15074,1.04,1373.94,HIIT
15075,1.65,1714.68,Cardio
15076,1.32,1306.8,Strength
15077,1.8,2577.96,HIIT
15078,0.72,633.02,Cardio
15079,1.21,1306.8,Strength
15080,1.22,1476.2,HIIT
15081,1.42,1874.4,HIIT
15082,1.14,822.17,Yoga
15083,1.15,1518.0,HIIT
15084,1.71,1778.4,Cardio
15085,1.09,960.07,Cardio
15086,0.74,733.27,Strength
15087,1.14,1379.4,HIIT
15088,1.0,1321.1,HIIT
15089,1.17,1159.35,Strength
15090,1.37,987.22,Yoga
15091,1.29,1238.4,Cardio
15092,1.99,2069.6,Cardio
15093,1.3,1573.0,HIIT
15094,1.07,1061.23,Strength
15095,1.18,850.31,Yoga
15096,1.29,1560.9,HIIT
15097,1.24,819.14,Yoga
15098,1.22,1317.6,Strength
15099,1.3,936.78,Yoga
15100,0.91,1100.1,HIIT
15101,1.05,694.26,Yoga
15102,1.42,1875.96,HIIT
15103,0.77,932.55,HIIT
15104,1.28,1548.8,HIIT
15105,1.24,1226.48,Strength
15106,1.05,924.0,Cardio
15107,1.46,1401.6,Cardio
15108,0.68,673.2,Strength
15109,1.21,872.65,Yoga
15110,1.19,1570.8,HIIT
15111,1.18,849.6,Yoga
15112,0.54,535.57,Strength
15113,1.34,1177.06,Cardio
15114,1.03,987.98,Cardio
15115,1.14,1093.49,Cardio
15116,1.36,1198.98,Cardio
15117,1.98,1544.4,Yoga
15118,1.25,1348.88,Strength
15119,1.03,1357.33,HIIT
15120,0.68,672.59,Strength
15121,1.64,1706.91,Cardio
15122,1.4,1388.52,Strength
15123,1.86,1932.91,Cardio
15124,0.82,540.22,Yoga
15125,1.42,1533.6,Strength
15126,1.43,1413.13,Strength
15127,0.63,763.69,HIIT
15128,1.41,1013.51,Yoga
15129,1.45,1390.84,Cardio
15130,1.44,949.54,Yoga
15131,1.36,1307.78,Cardio
15132,1.33,1275.74,Cardio
15133,1.05,1133.06,Strength
15134,1.13,1119.72,Strength
15135,1.3,857.22,Yoga
15136,1.37,1806.89,HIIT
15137,1.38,1820.08,HIIT
15138,1.24,1191.39,Cardio
15139,1.4,1008.0,Yoga
15140,1.79,1396.2,Yoga
15141,0.82,991.3,HIIT
15142,1.53,2189.58,HIIT
15143,1.19,784.69,Yoga
15144,1.59,2275.45,HIIT
15145,1.31,941.63,Yoga
15146,1.72,1787.42,Cardio
15147,0.76,750.35,Strength
15148,1.75,2502.5,HIIT
15149,1.42,1872.84,HIIT
15150,1.06,1395.7,HIIT
15151,1.41,1013.51,Yoga
15152,1.91,2727.1,HIIT
15153,1.02,900.05,Cardio
15154,1.0,1321.1,HIIT
15155,0.61,738.1,HIIT
15156,1.06,1051.31,Strength
15157,1.98,2314.82,Strength
15158,1.42,1529.77,Strength
15159,1.33,957.6,Yoga
15160,1.18,848.89,Yoga
15161,1.31,1727.76,HIIT
15162,1.4,1386.0,Strength
15163,1.35,1784.97,HIIT
15164,1.17,841.0,Yoga
15165,1.96,2039.97,Cardio
15166,1.12,1073.41,Cardio
15167,1.44,1035.07,Yoga
15168,1.33,1277.86,Cardio
15169,0.87,861.3,Strength
15170,1.1,726.66,Yoga
15171,1.49,1071.91,Yoga
15172,1.32,870.41,Yoga
15173,1.18,1168.2,Strength
15174,1.35,973.62,Yoga
15175,0.82,720.94,Cardio
15176,1.27,915.92,Yoga
15177,1.51,1175.99,Yoga
15178,0.85,839.97,Strength
15179,1.14,751.72,Yoga
15180,0.81,979.21,HIIT
15181,0.96,845.57,Cardio
15182,0.95,942.21,Strength
15183,1.3,1287.0,Strength
15184,0.51,449.62,Cardio
15185,1.36,1346.4,Strength
15186,1.42,1362.06,Cardio
15187,1.27,915.16,Yoga
15188,1.76,2522.61,HIIT
15189,0.56,678.22,HIIT
15190,0.9,1089.0,HIIT
15191,1.01,1332.09,HIIT
15192,0.73,724.67,Strength
15193,1.35,971.19,Yoga
15194,1.16,1250.71,Strength
15195,1.18,1430.4,HIIT
15196,1.12,1107.79,Strength
15197,1.02,1346.4,HIIT
15198,1.16,1252.8,Strength
15199,1.73,1799.2,Cardio
15200,1.86,1934.4,Cardio
15201,1.17,1544.4,HIIT
15202,1.26,1525.99,HIIT
15203,1.33,956.0,Yoga
15204,1.57,1224.6,Yoga
15205,1.13,1081.18,Cardio
15206,0.74,487.96,Yoga
15207,1.98,1544.4,Yoga
15208,1.29,1274.78,Strength
15209,1.29,1705.64,HIIT
15210,1.99,2331.88,Strength
15211,0.7,617.68,Cardio
15212,1.38,1364.96,Strength
15213,1.37,1315.2,Cardio
15214,0.81,534.11,Yoga
15215,1.9,2712.82,HIIT
15216,0.55,665.5,HIIT
15217,1.38,910.8,Yoga
15218,1.1,1449.58,HIIT
15219,1.31,1414.8,Strength
15220,1.33,957.6,Yoga
15221,1.95,2031.12,Cardio
15222,1.48,1958.48,HIIT
15223,1.1,726.0,Yoga
15224,1.96,1529.98,Yoga
15225,1.09,1177.2,Strength
15226,1.23,1488.3,HIIT
15227,1.11,1100.9,Strength
15228,1.41,1522.8,Strength
15229,0.94,826.45,Cardio
15230,1.22,1470.83,HIIT
15231,1.22,1074.58,Cardio
15232,1.42,1533.6,Strength
15233,1.21,1307.89,Strength
15234,1.94,1515.53,Yoga
15235,0.75,742.5,Strength
15236,0.55,484.0,Cardio
15237,0.89,586.33,Yoga
15238,0.55,664.9,HIIT
15239,1.2,863.28,Yoga
15240,1.44,1740.82,HIIT
15241,1.87,2189.58,Strength
15242,1.36,1795.2,HIIT
15243,1.08,1071.14,Strength
15244,1.53,1193.4,Yoga
15245,1.34,1765.85,HIIT
15246,1.03,1357.33,HIIT
15247,1.97,2819.27,HIIT
15248,0.92,1113.2,HIIT
15249,1.28,1692.42,HIIT
15250,1.41,1709.2,HIIT
15251,1.06,1399.2,HIIT
15252,1.37,1659.21,HIIT
15253,1.67,1738.14,Cardio
15254,1.21,1464.1,HIIT
15255,1.12,1351.5,HIIT
15256,1.43,1544.4,Strength
15257,1.88,2201.29,Strength
15258,1.03,1019.7,Strength
15259,1.41,1859.65,HIIT
15260,1.88,1464.14,Yoga
15261,1.2,1452.0,HIIT
15262,1.9,2221.29,Strength
15263,1.22,1613.08,HIIT
15264,1.91,2231.26,Strength
15265,0.68,597.31,Cardio
15266,1.36,978.38,Yoga
15267,1.39,1223.2,Cardio
15268,1.01,1222.1,HIIT
15269,1.24,1341.43,Strength
15270,0.77,764.38,Strength
15271,1.0,959.2,Cardio
15272,0.88,773.7,Cardio
15273,0.88,774.4,Cardio
15274,1.07,1156.56,Strength
15275,1.72,1792.93,Cardio
15276,1.29,1239.43,Cardio
15277,0.82,541.2,Yoga
15278,0.94,931.45,Strength
15279,1.89,2706.86,HIIT
15280,1.47,1455.3,Strength
15281,0.68,822.05,HIIT
15282,1.06,1018.45,Cardio
15283,0.75,661.2,Cardio
15284,1.1,1055.12,Cardio
15285,1.07,1154.64,Strength
15286,1.14,819.43,Yoga
15287,1.18,1427.8,HIIT
15288,0.61,536.8,Cardio
15289,1.9,1980.56,Cardio
15290,1.1,1453.21,HIIT
15291,1.18,1132.8,Cardio
15292,1.59,2271.95,HIIT
15293,0.9,793.44,Cardio
15294,1.03,1359.6,HIIT
15295,0.99,1070.09,Strength
15296,1.36,1302.34,Cardio
15297,1.17,1414.41,HIIT
15298,1.29,1278.26,Strength
15299,1.39,999.97,Yoga
15300,1.21,871.93,Yoga
15301,1.2,1056.0,Cardio
15302,1.38,1490.4,Strength
15303,1.31,1151.75,Cardio
15304,1.24,819.89,Yoga
15305,1.42,1532.32,Strength
15306,1.69,1318.2,Yoga
15307,1.43,1370.51,Cardio
15308,1.97,2311.99,Strength
15309,1.42,1250.74,Cardio
15310,1.68,1747.2,Cardio
15311,1.78,1388.4,Yoga
15312,1.21,1197.9,Strength
15313,1.41,1399.71,Strength
15314,1.26,1211.62,Cardio
15315,1.35,1456.78,Strength
15316,1.15,827.31,Yoga
15317,1.1,726.0,Yoga
15318,1.02,979.2,Cardio
15319,1.16,764.9,Yoga
15320,1.26,1208.59,Cardio
15321,1.83,2620.93,HIIT
15322,1.42,1874.4,HIIT
15323,1.24,1228.72,Strength
15324,1.01,1332.09,HIIT
15325,1.2,864.0,Yoga
15326,1.87,1946.3,Cardio
15327,0.82,993.1,HIIT
15328,0.82,541.2,Yoga
15329,1.1,1089.99,Strength
15330,1.21,871.2,Yoga
15331,1.57,1838.31,Strength
15332,1.12,739.2,Yoga
15333,1.36,1193.54,Cardio
15334,1.46,1049.45,Yoga
15335,1.41,929.75,Yoga
15336,0.51,615.98,HIIT
15337,0.6,396.0,Yoga
15338,0.94,1137.4,HIIT
15339,1.67,1735.46,Cardio
15340,1.52,1186.51,Yoga
15341,1.28,844.03,Yoga
15342,1.21,1160.63,Cardio
15343,1.04,997.57,Cardio
15344,1.31,865.39,Yoga
15345,1.04,748.18,Yoga
15346,1.46,1446.71,Strength
15347,0.82,813.28,Strength
15348,1.43,1027.03,Yoga
15349,1.06,761.93,Yoga
15350,1.1,793.32,Yoga
15351,1.49,1966.8,HIIT
15352,1.54,1803.19,Strength
15353,1.0,960.0,Cardio
15354,1.21,1163.54,Cardio
15355,1.61,1673.11,Cardio
15356,1.13,995.3,Cardio
15357,1.37,1353.83,Strength
15358,1.72,2457.71,HIIT
15359,1.38,993.6,Yoga
15360,0.57,564.3,Strength
15361,1.8,2102.76,Strength
15362,0.63,624.83,Strength
15363,1.08,1037.66,Cardio
15364,0.77,677.6,Cardio
15365,1.58,1229.56,Yoga
15366,1.08,1306.8,HIIT
15367,0.51,335.99,Yoga
15368,1.32,871.2,Yoga
15369,1.29,1275.94,Strength
15370,1.48,1065.6,Yoga
15371,1.35,891.0,Yoga
15372,0.59,389.05,Yoga
15373,1.51,1496.26,Strength
15374,1.33,1436.4,Strength
