proband_id,Water_Intake (liters),Daily meals frequency,Calories
16078,3.48,4.0,2562.0
16079,2.09,3.0,1986.0
16080,2.3,4.0,1844.0
16081,2.82,2.02,1879.0
16082,3.61,3.01,2780.0
16083,2.1,3.0,1656.0
16084,1.81,2.01,1824.0
16085,3.48,2.0,2341.0
16086,3.49,2.0,2419.0
16087,1.61,3.0,1819.0
16088,3.19,1.99,2080.0
16089,3.49,3.99,2884.0
16090,2.7,3.01,1755.0
16091,3.5,2.01,1450.0
16092,3.51,2.97,2448.0
16093,2.9,2.98,1212.0
16094,2.39,1.99,1227.0
16095,1.5,3.0,1516.0
16096,1.83,3.0,1730.0
16097,1.91,3.0,1626.0
16098,3.52,2.01,2436.0
16099,3.09,3.0,2321.0
16100,2.39,3.02,1962.0
16101,3.49,3.0,2200.0
16102,1.88,3.02,1512.0
16103,2.7,3.01,2981.0
16104,3.5,3.01,2311.0
16105,2.19,3.0,1657.0
16106,3.5,2.02,2168.0
16107,1.98,3.0,1367.0
16108,3.33,2.99,3337.0
16109,2.71,3.0,1848.0
16110,2.79,3.01,1444.0
16111,2.88,2.99,2002.0
16112,1.6,2.0,1261.0
16113,2.91,3.0,1973.0
16114,3.13,2.02,1742.0
16115,3.51,3.0,2342.0
16116,3.51,4.01,2280.0
16117,3.5,2.0,2313.0
16118,2.68,2.98,1071.0
16119,3.5,2.0,2143.0
16120,3.5,3.0,2494.0
16121,2.81,3.0,1834.0
16122,2.19,2.0,2015.0
16123,2.72,3.0,1850.0
16124,3.49,2.99,2426.0
16125,2.89,2.01,3201.0
16126,3.5,3.01,2396.0
16127,2.38,2.98,1910.0
16128,3.08,2.99,2370.0
16129,3.59,3.0,2901.0
16130,3.5,2.0,2564.0
16131,3.7,2.01,2516.0
16132,2.09,3.01,2131.0
16133,2.98,4.0,1814.0
16134,2.01,3.01,1527.0
16135,2.42,3.01,2000.0
16136,2.11,3.01,1869.0
16137,3.11,3.01,2372.0
16138,2.27,3.02,2063.0
16139,3.49,2.02,2496.0
16140,3.51,3.0,2174.0
16141,2.5,1.99,1990.0
16142,2.19,3.01,1486.0
16143,3.49,2.98,2420.0
16144,2.72,2.02,1957.0
16145,2.6,3.01,1430.0
16146,2.09,3.0,2088.0
16147,2.18,3.01,2537.0
16148,2.69,3.02,1431.0
16149,2.0,1.99,1474.0
16150,2.9,3.01,2226.0
16151,2.39,3.0,2031.0
16152,2.3,3.0,2078.0
16153,3.21,1.99,1530.0
16154,2.21,1.99,2267.0
16155,3.51,2.99,2372.0
16156,2.87,2.99,2072.0
16157,2.93,3.0,3382.0
16158,2.08,2.99,2345.0
16159,3.49,4.02,2617.0
16160,2.68,2.0,1743.0
16161,2.93,2.0,2585.0
16162,2.4,2.01,1759.0
16163,3.5,3.03,2336.0
16164,2.49,2.99,1507.0
16165,2.88,3.0,3567.0
16166,2.61,3.0,1465.0
16167,2.69,3.01,1607.0
16168,2.71,3.01,1892.0
16169,2.22,4.02,1852.0
16170,2.68,2.99,2705.0
16171,2.21,3.0,1985.0
16172,1.8,2.0,1336.0
16173,3.18,3.0,1928.0
16174,2.1,2.98,1459.0
16175,2.47,3.0,1849.0
16176,1.61,2.01,1398.0
16177,2.8,3.01,2082.0
16178,2.69,3.01,1671.0
16179,2.81,3.01,1943.0
16180,3.02,1.99,1455.0
16181,3.09,2.0,3313.0
16182,2.69,2.99,1592.0
16183,3.47,2.99,2543.0
16184,1.68,3.01,1879.0
16185,2.2,3.02,1488.0
16186,3.63,3.0,3060.0
16187,2.71,2.99,2079.0
16188,2.71,3.0,1912.0
16189,3.4,3.0,1304.0
16190,2.18,4.01,1619.0
16191,2.1,2.99,1836.0
16192,2.1,3.01,1550.0
16193,3.49,1.99,1370.0
16194,2.7,2.01,1559.0
16195,3.51,4.01,2253.0
16196,2.58,2.99,2392.0
16197,3.1,3.01,2172.0
16198,1.69,3.0,1675.0
16199,1.9,2.99,1275.0
16200,2.45,3.0,1090.0
16201,2.68,3.03,1755.0
16202,3.3,2.99,2713.0
16203,3.51,3.0,3137.0
16204,2.7,2.0,1647.0
16205,2.7,1.99,1777.0
16206,2.82,2.99,2372.0
16207,2.22,4.01,1925.0
16208,2.3,4.01,2067.0
16209,3.22,2.99,1695.0
16210,1.61,2.01,1966.0
16211,3.39,4.0,2844.0
16212,3.49,3.01,2602.0
16213,2.32,2.98,1634.0
16214,2.63,2.99,1993.0
16215,2.5,3.01,1653.0
16216,2.51,3.0,2714.0
16217,3.5,3.0,2579.0
16218,3.7,2.01,2321.0
16219,1.82,3.01,2177.0
16220,2.79,2.98,1149.0
16221,3.49,3.99,2378.0
16222,2.7,2.99,1653.0
16223,3.69,2.99,2039.0
16224,1.7,2.0,1673.0
16225,2.28,3.01,2180.0
16226,2.6,3.02,1048.0
16227,2.58,2.99,1986.0
16228,3.11,2.01,2423.0
16229,3.71,2.98,2284.0
16230,2.0,4.01,1471.0
16231,3.41,2.99,3139.0
16232,2.9,3.01,1637.0
16233,3.11,2.99,2672.0
16234,1.59,3.0,1361.0
16235,2.79,3.02,2378.0
16236,2.62,1.98,1310.0
16237,2.51,2.99,2188.0
16238,1.68,3.0,1640.0
16239,3.49,3.99,2263.0
16240,2.69,1.99,1767.0
16241,2.19,1.99,1991.0
16242,3.72,3.97,1993.0
16243,3.4,3.01,3089.0
16244,1.8,3.0,1441.0
16245,2.98,4.02,2471.0
16246,3.19,2.99,1824.0
16247,2.0,2.99,2393.0
16248,3.1,1.98,3196.0
16249,3.52,4.0,3335.0
16250,2.68,2.0,1946.0
16251,2.29,4.01,1761.0
16252,2.71,3.01,1697.0
16253,1.69,3.01,1351.0
16254,2.19,2.0,1378.0
16255,2.42,2.98,2800.0
16256,2.49,4.01,1829.0
16257,3.08,2.99,3014.0
16258,1.9,3.02,2307.0
16259,3.5,2.0,2377.0
16260,1.79,2.99,1978.0
16261,2.51,3.0,1781.0
16262,1.99,3.0,2155.0
16263,1.98,2.01,2006.0
16264,2.39,3.01,1648.0
16265,1.91,3.0,2085.0
16266,3.59,2.98,2800.0
16267,2.41,3.01,2017.0
16268,2.1,4.01,1393.0
16269,2.0,2.99,2728.0
16270,3.08,2.01,1869.0
16271,2.18,3.98,1441.0
16272,3.61,3.01,1399.0
16273,3.29,3.01,3072.0
16274,3.18,3.01,3185.0
16275,2.69,2.0,1773.0
16276,1.83,3.98,1659.0
16277,1.51,1.98,2273.0
16278,2.71,3.01,1740.0
16279,2.79,3.01,1728.0
16280,2.51,1.98,1744.0
16281,2.71,1.98,1964.0
16282,3.48,2.98,2256.0
16283,3.4,2.97,2410.0
16284,2.71,1.99,1913.0
16285,3.4,2.01,2131.0
16286,1.79,3.0,1848.0
16287,3.51,3.01,2374.0
16288,2.6,3.99,1427.0
16289,3.49,3.03,2039.0
16290,2.79,2.99,2800.0
16291,3.02,2.99,2207.0
16292,2.21,2.0,2111.0
16293,2.19,2.99,1185.0
16294,2.0,4.0,1446.0
16295,3.48,3.01,2439.0
16296,1.99,2.01,1456.0
16297,2.79,1.99,1620.0
16298,3.19,3.0,3198.0
16299,2.39,4.01,2192.0
16300,2.68,4.0,3156.0
16301,2.4,3.01,2195.0
16302,3.41,3.01,2432.0
16303,1.69,3.02,1921.0
16304,1.99,2.0,1571.0
16305,2.48,2.99,1782.0
16306,1.9,3.97,1736.0
16307,2.32,3.03,1486.0
16308,2.71,2.0,1628.0
16309,2.72,2.99,1670.0
16310,2.7,1.99,1700.0
16311,2.79,2.0,1496.0
16312,3.5,2.01,2403.0
16313,3.31,1.99,3100.0
16314,3.3,2.01,2921.0
16315,2.52,1.99,2919.0
16316,2.31,3.01,1892.0
16317,3.31,3.01,2021.0
16318,3.52,2.99,2280.0
16319,2.39,3.01,2635.0
16320,2.1,1.99,1824.0
16321,1.73,3.01,1265.0
16322,2.71,3.0,1312.0
16323,1.81,2.97,1438.0
16324,1.8,3.0,2008.0
16325,2.69,4.02,1795.0
16326,2.2,2.0,1265.0
16327,2.3,4.0,2118.0
16328,2.51,1.99,1810.0
16329,2.71,2.02,1685.0
16330,2.82,3.0,1852.0
16331,2.71,4.01,1719.0
16332,3.5,3.01,2283.0
16333,3.5,2.99,2419.0
16334,2.9,3.01,2999.0
16335,1.59,2.0,1997.0
16336,3.61,1.99,2988.0
16337,2.99,3.01,2327.0
16338,2.5,4.01,1902.0
16339,3.48,2.99,2482.0
16340,1.59,1.99,1946.0
16341,2.48,3.0,1627.0
16342,3.52,4.0,3537.0
16343,3.39,4.02,2255.0
16344,1.79,3.01,1603.0
16345,3.51,3.0,2285.0
16346,2.7,3.01,1765.0
16347,3.19,2.99,2763.0
16348,2.89,2.99,3512.0
16349,3.71,3.0,3108.0
16350,1.71,2.99,1394.0
16351,1.6,2.98,1892.0
16352,3.28,4.0,1630.0
16353,3.5,3.0,2492.0
16354,2.7,3.01,1838.0
16355,3.5,3.0,2314.0
16356,1.5,2.0,2342.0
16357,1.9,2.99,1043.0
16358,3.71,2.99,2559.0
16359,2.3,2.01,1964.0
16360,2.29,4.0,2211.0
16361,2.19,2.99,1723.0
16362,1.69,3.0,1758.0
16363,1.69,3.01,1649.0
16364,3.4,2.99,1791.0
16365,2.09,3.0,1896.0
16366,3.5,3.01,2420.0
16367,2.18,3.0,3208.0
16368,2.51,3.02,2632.0
16369,2.49,2.99,1639.0
16370,1.8,3.0,1987.0
16371,3.08,3.0,3040.0
16372,2.11,3.02,3485.0
16373,3.61,1.99,2211.0
16374,2.51,3.01,1542.0
16375,3.51,2.01,2401.0
16376,2.1,3.0,1706.0
16377,3.01,3.01,1399.0
16378,2.69,2.02,1726.0
16379,3.21,2.98,1837.0
16380,2.48,2.99,2096.0
16381,3.47,3.0,2322.0
16382,1.48,2.01,1551.0
16383,2.79,2.99,2194.0
16384,2.41,3.0,2613.0
16385,1.9,2.02,2025.0
16386,3.39,2.0,3021.0
16387,2.7,3.0,2790.0
16388,3.51,1.99,1295.0
16389,2.3,2.0,2654.0
16390,1.7,1.99,1405.0
16391,2.68,3.01,1678.0
16392,3.29,3.0,2029.0
16393,2.61,4.0,1563.0
16394,2.69,4.01,1508.0
16395,2.7,1.99,1822.0
16396,3.09,3.0,3033.0
16397,2.99,4.0,2534.0
16398,2.88,3.01,1671.0
16399,2.0,2.98,1193.0
16400,3.5,3.0,2286.0
16401,2.48,2.02,2153.0
16402,3.51,3.02,2585.0
16403,2.69,2.0,1808.0
16404,2.9,2.0,2557.0
16405,2.1,4.01,1950.0
16406,2.71,3.0,1667.0
16407,2.11,2.0,1600.0
16408,1.92,2.01,1256.0
16409,1.9,3.0,1796.0
16410,1.62,2.99,1427.0
16411,3.1,1.99,1804.0
16412,2.5,2.99,1652.0
16413,3.6,1.99,3020.0
16414,2.12,1.98,1358.0
16415,1.91,2.98,1315.0
16416,2.49,2.01,3010.0
16417,3.31,3.0,2092.0
16418,2.6,2.0,1354.0
16419,1.7,3.0,1633.0
16420,3.01,1.99,1800.0
16421,1.81,3.0,1606.0
16422,3.21,3.01,1435.0
16423,3.4,3.0,2942.0
16424,1.91,3.01,1770.0
16425,3.39,3.0,2150.0
16426,2.7,2.98,1760.0
16427,2.21,3.01,3489.0
16428,2.6,2.99,1711.0
16429,2.0,2.99,1224.0
16430,3.0,4.0,1718.0
16431,2.2,3.0,2789.0
16432,3.49,2.99,2162.0
16433,2.29,2.01,1880.0
16434,2.21,1.99,1732.0
16435,2.48,3.98,1901.0
16436,3.49,3.0,2928.0
16437,1.91,1.98,1553.0
16438,2.21,2.99,1974.0
16439,3.3,2.01,2500.0
16440,2.01,3.0,2136.0
16441,1.81,3.03,1660.0
16442,3.5,2.01,2437.0
16443,3.41,2.98,1928.0
16444,1.99,2.01,2150.0
16445,2.31,3.0,1905.0
16446,2.38,2.99,1445.0
16447,3.6,2.99,2993.0
16448,2.52,2.99,2063.0
16449,2.03,2.99,2636.0
16450,2.2,3.01,1585.0
16451,3.48,3.0,2194.0
16452,2.81,2.97,3382.0
16453,3.51,2.99,2289.0
16454,3.5,2.0,2628.0
16455,2.69,2.02,2668.0
16456,2.28,3.0,2066.0
16457,2.1,2.97,1503.0
16458,2.42,3.0,1894.0
16459,1.72,3.02,1413.0
16460,2.19,3.01,1797.0
16461,3.48,2.0,2471.0
16462,2.6,2.0,1327.0
16463,2.71,2.0,2763.0
16464,2.49,4.0,1733.0
16465,2.21,3.99,1171.0
16466,2.69,3.0,2942.0
16467,2.5,2.98,1886.0
16468,2.69,3.99,3366.0
16469,1.48,3.01,2084.0
16470,2.51,3.0,1444.0
16471,3.29,3.01,1353.0
16472,2.72,1.99,1744.0
16473,3.51,3.98,2438.0
16474,2.99,2.99,2327.0
16475,2.91,4.02,3291.0
16476,2.61,3.01,1338.0
16477,1.8,2.0,1748.0
16478,1.81,2.99,1981.0
16479,2.7,3.0,2814.0
16480,1.8,2.99,1344.0
16481,2.1,2.99,2026.0
16482,3.21,1.99,3028.0
16483,1.49,3.0,1481.0
16484,2.99,2.03,1611.0
16485,3.23,3.0,3280.0
16486,2.7,3.01,1581.0
16487,2.4,3.01,1992.0
16488,1.99,2.0,1571.0
16489,3.51,1.97,2443.0
16490,1.81,1.97,1797.0
16491,3.18,3.01,2854.0
16492,2.79,2.99,3276.0
16493,2.51,2.01,2269.0
16494,2.38,2.99,1750.0
16495,1.91,4.0,1807.0
16496,2.11,2.99,2179.0
16497,3.0,1.99,1272.0
16498,2.42,2.99,2832.0
16499,2.58,3.01,3270.0
16500,3.2,3.0,1788.0
16501,2.91,2.01,1806.0
16502,2.39,4.01,1605.0
16503,1.69,2.99,1484.0
16504,2.0,1.98,1886.0
16505,2.38,2.99,1477.0
16506,1.49,4.0,2000.0
16507,2.92,4.02,2843.0
16508,1.51,3.0,1840.0
16509,1.78,1.99,1806.0
16510,2.01,1.98,1542.0
16511,2.79,2.0,1432.0
16512,2.8,3.0,2009.0
16513,2.38,3.0,1547.0
16514,3.59,3.0,2695.0
16515,2.13,1.99,1214.0
16516,2.13,1.98,1469.0
16517,3.12,2.0,2672.0
16518,2.89,2.01,2677.0
16519,2.21,3.01,1215.0
16520,3.5,3.02,2315.0
16521,3.58,2.0,3202.0
16522,2.32,2.01,1631.0
16523,2.8,4.03,2375.0
16524,2.69,3.98,1835.0
16525,3.41,3.01,2548.0
16526,2.5,3.01,1925.0
16527,2.31,2.99,1723.0
16528,3.51,2.02,2457.0
16529,3.29,3.01,1595.0
16530,3.08,1.99,1794.0
16531,2.6,3.0,2338.0
16532,1.7,3.0,1760.0
16533,3.59,2.99,1952.0
16534,3.49,3.0,2443.0
16535,2.0,3.02,3288.0
16536,2.11,2.0,2425.0
16537,2.7,3.0,1786.0
16538,2.0,3.0,1601.0
16539,2.5,3.0,1989.0
16540,3.11,3.02,1571.0
16541,2.6,4.0,3383.0
16542,2.5,2.99,2114.0
16543,2.2,3.01,3335.0
16544,3.4,3.01,2558.0
16545,2.88,2.99,2779.0
16546,2.4,2.98,2037.0
16547,2.13,3.01,2177.0
16548,2.7,2.99,2790.0
16549,2.91,2.99,2239.0
16550,2.22,3.01,1646.0
16551,3.0,2.01,2053.0
16552,3.49,3.98,2599.0
16553,3.49,2.01,2298.0
16554,2.51,2.0,2832.0
16555,3.31,3.02,3112.0
16556,2.98,3.99,1804.0
16557,1.9,3.0,1740.0
16558,2.89,2.98,1875.0
16559,3.48,3.0,2307.0
16560,2.81,2.99,2585.0
16561,3.51,4.02,2247.0
16562,3.6,3.02,2753.0
16563,2.09,1.99,2068.0
16564,2.72,2.98,3100.0
16565,3.1,3.0,1419.0
16566,1.6,1.98,1166.0
16567,1.89,4.0,1859.0
16568,2.7,1.99,1987.0
16569,2.12,3.0,1407.0
16570,2.3,4.0,1352.0
16571,2.7,3.0,1669.0
16572,3.31,2.98,1433.0
16573,2.09,3.0,2069.0
16574,3.6,3.01,2648.0
16575,2.99,3.98,1882.0
16576,2.22,2.0,2885.0
16577,3.01,2.02,2185.0
16578,2.59,2.99,1432.0
16579,2.51,3.0,937.0
16580,2.41,2.99,1885.0
16581,2.09,3.01,2092.0
16582,2.1,2.0,2073.0
16583,2.4,3.02,1258.0
16584,2.6,2.01,2092.0
16585,2.49,3.0,1222.0
16586,2.0,2.0,2040.0
16587,3.5,2.99,2494.0
16588,2.81,3.01,2558.0
16589,1.92,3.0,2199.0
16590,1.8,2.0,1691.0
16591,1.82,2.99,1837.0
16592,2.31,2.99,2119.0
16593,1.89,3.02,1680.0
16594,1.88,1.97,1996.0
16595,3.48,2.0,2484.0
16596,3.29,4.0,1658.0
16597,2.71,3.0,1658.0
16598,1.92,2.99,1666.0
16599,2.7,2.0,1722.0
16600,1.99,2.99,2033.0
16601,3.12,2.01,1664.0
16602,2.79,3.02,1920.0
16603,3.52,2.0,2369.0
16604,2.78,3.01,2040.0
16605,1.89,2.98,2190.0
16606,1.59,3.01,1850.0
16607,2.21,3.01,2020.0
16608,2.09,3.0,1374.0
16609,3.09,3.02,1890.0
16610,3.51,4.0,1830.0
16611,3.48,1.99,2310.0
16612,2.21,2.99,2074.0
16613,1.7,3.01,1388.0
16614,1.5,2.99,1890.0
16615,2.39,3.0,1301.0
16616,2.69,3.01,2581.0
16617,2.91,2.0,1544.0
16618,2.01,1.99,1368.0
16619,2.3,3.01,1389.0
16620,2.3,3.01,1139.0
16621,3.33,3.01,2638.0
16622,2.01,1.97,1657.0
16623,2.31,2.01,2943.0
16624,2.01,3.99,1414.0
16625,1.81,1.98,1769.0
16626,2.49,2.99,1997.0
16627,3.09,2.99,1694.0
16628,3.41,3.0,2138.0
16629,1.61,2.99,1972.0
16630,2.69,3.0,1587.0
16631,3.39,3.01,1574.0
16632,2.12,3.99,2119.0
16633,3.51,3.97,2303.0
16634,2.31,3.0,1339.0
16635,2.39,3.01,1644.0
16636,1.6,2.02,1216.0
16637,2.49,3.0,1325.0
16638,2.72,2.98,1905.0
16639,2.7,3.0,3157.0
16640,2.7,3.02,1893.0
16641,3.6,3.02,2393.0
16642,2.0,3.01,1255.0
16643,2.51,1.99,1630.0
16644,2.1,3.0,2395.0
16645,3.51,3.0,2640.0
16646,2.8,2.99,2268.0
16647,2.07,2.01,1792.0
16648,3.42,3.01,2349.0
16649,1.79,1.99,1755.0
16650,2.09,3.03,1274.0
16651,2.71,2.98,1728.0
16652,2.08,1.98,1451.0
16653,2.39,3.0,1632.0
16654,2.17,2.01,2825.0
16655,1.89,3.01,1561.0
16656,1.61,2.0,1377.0
16657,2.6,2.98,1631.0
16658,2.01,3.0,1986.0
16659,3.2,4.03,2600.0
16660,3.5,3.01,2405.0
16661,3.5,3.01,2425.0
16662,2.7,4.02,1876.0
16663,3.3,3.97,1644.0
16664,1.69,2.99,1438.0
16665,1.5,2.98,1465.0
16666,3.5,3.99,2401.0
16667,3.49,4.0,2385.0
16668,2.52,1.98,1597.0
16669,2.38,3.03,1899.0
16670,1.81,2.98,1989.0
16671,2.41,3.99,2279.0
16672,2.62,3.03,1777.0
16673,1.5,3.01,1335.0
16674,2.41,2.02,1838.0
16675,2.52,3.02,1577.0
16676,2.71,2.99,1523.0
16677,2.31,1.97,1752.0
16678,2.2,4.0,1763.0
16679,3.11,1.98,1403.0
16680,2.99,1.98,2123.0
16681,3.5,3.0,2388.0
16682,1.71,2.99,1267.0
16683,3.5,3.02,2298.0
16684,2.7,1.99,1469.0
16685,3.3,1.99,2274.0
16686,2.9,2.0,3280.0
16687,3.22,2.99,3101.0
16688,3.61,2.99,2461.0
16689,3.48,3.99,2374.0
16690,3.09,3.01,2835.0
16691,2.27,2.0,2550.0
16692,1.59,2.99,1951.0
16693,3.5,3.99,3387.0
16694,3.19,3.01,2769.0
16695,1.89,2.0,1510.0
16696,1.69,3.0,1675.0
16697,3.51,3.01,2339.0
16698,2.21,4.0,1291.0
16699,1.88,4.0,1993.0
16700,3.51,3.02,2250.0
16701,2.71,3.01,1582.0
16702,2.69,1.99,1708.0
16703,3.09,3.01,1419.0
16704,2.49,4.01,1360.0
16705,1.7,2.99,1720.0
16706,2.71,1.99,2080.0
16707,1.6,3.01,1483.0
16708,2.99,4.0,1549.0
16709,3.08,3.0,2243.0
16710,1.7,3.0,1713.0
16711,2.9,2.01,3321.0
16712,2.4,2.0,1614.0
16713,3.49,2.01,2195.0
16714,3.49,2.0,2508.0
16715,2.41,3.02,1939.0
16716,2.81,3.01,3357.0
16717,2.48,2.98,2005.0
16718,3.5,3.02,2320.0
16719,2.71,3.02,1641.0
16720,3.51,2.99,2710.0
16721,2.59,4.01,2075.0
16722,2.99,2.03,1421.0
16723,2.41,2.02,1902.0
16724,3.49,2.98,2524.0
16725,2.79,4.0,2473.0
16726,2.82,3.0,2069.0
16727,1.49,2.01,1420.0
16728,3.5,3.01,2246.0
16729,2.11,2.99,2280.0
16730,3.5,2.99,2449.0
16731,1.92,1.98,1635.0
16732,2.88,3.01,2920.0
16733,2.7,2.99,1719.0
16734,3.49,2.0,1459.0
16735,1.96,2.0,1334.0
16736,3.51,2.99,2266.0
16737,2.7,2.01,1797.0
16738,3.49,2.0,2528.0
16739,2.11,2.02,1750.0
16740,1.78,1.98,1950.0
16741,2.61,3.02,1737.0
16742,3.5,3.01,2372.0
16743,2.32,1.99,2078.0
16744,3.67,2.98,2808.0
16745,1.5,2.99,1596.0
16746,1.89,3.01,1093.0
16747,2.31,2.99,2234.0
16748,3.48,2.01,2567.0
16749,3.51,2.01,2335.0
16750,2.81,3.99,1484.0
16751,3.21,1.99,2315.0
16752,2.3,3.0,1320.0
16753,2.7,4.0,1687.0
16754,2.19,2.02,1432.0
16755,3.5,2.01,2452.0
16756,3.31,1.99,1453.0
16757,2.19,2.01,2127.0
16758,1.9,4.02,1573.0
16759,3.4,2.99,2018.0
16760,3.43,2.99,2329.0
16761,1.61,1.99,1714.0
16762,1.8,2.99,1367.0
16763,3.41,2.96,2504.0
16764,1.49,1.99,2178.0
16765,1.91,3.99,1987.0
16766,3.48,1.98,1259.0
16767,2.39,3.0,1839.0
16768,3.41,3.0,2463.0
16769,3.4,2.0,2055.0
16770,1.81,3.01,1362.0
16771,3.5,3.01,2374.0
16772,1.72,1.99,1805.0
16773,2.43,2.0,1633.0
16774,2.4,2.0,1358.0
16775,2.61,3.01,1503.0
16776,2.69,3.01,1775.0
16777,2.51,3.0,1315.0
16778,1.71,3.01,1618.0
16779,1.6,3.0,1655.0
16780,1.91,2.99,1503.0
16781,2.11,2.0,2621.0
16782,2.01,3.0,1321.0
16783,2.71,3.0,1877.0
16784,3.49,2.99,2328.0
16785,1.51,4.01,2006.0
16786,3.18,3.0,2639.0
16787,3.19,3.0,1991.0
16788,2.2,3.01,3285.0
16789,1.79,3.0,1451.0
16790,3.52,2.01,2595.0
16791,2.1,4.02,2128.0
16792,3.0,4.01,1494.0
16793,2.6,1.98,2330.0
16794,1.72,1.99,1993.0
16795,1.58,1.99,1780.0
16796,3.5,3.0,2430.0
16797,3.3,4.01,2084.0
16798,1.88,2.98,2233.0
16799,2.29,2.99,2259.0
16800,2.7,2.01,1583.0
16801,3.4,2.99,1631.0
16802,1.7,1.98,1905.0
16803,2.69,2.98,1745.0
16804,2.09,3.0,1852.0
16805,1.81,2.99,1496.0
16806,3.5,2.99,2370.0
16807,2.39,2.99,2522.0
16808,2.59,3.0,1720.0
16809,3.5,2.01,2536.0
16810,2.99,2.99,2530.0
16811,2.78,2.99,1702.0
16812,2.68,2.99,1742.0
16813,2.69,3.01,1697.0
16814,2.02,3.0,1266.0
16815,2.2,2.98,2885.0
16816,3.51,2.99,2458.0
16817,1.59,2.0,1450.0
16818,2.29,2.0,2094.0
16819,2.02,3.0,1400.0
16820,1.69,2.0,1782.0
16821,2.7,2.98,1866.0
16822,3.39,3.02,2450.0
16823,2.48,3.0,1266.0
16824,3.01,3.01,1526.0
16825,3.31,3.98,1692.0
16826,2.17,2.97,3381.0
16827,2.2,4.0,2590.0
16828,2.72,2.99,1719.0
16829,3.4,2.01,1804.0
16830,2.3,3.02,3167.0
16831,2.4,3.0,1437.0
16832,2.2,2.99,1691.0
16833,2.3,3.99,2863.0
16834,2.22,4.03,1409.0
16835,3.31,2.99,1312.0
16836,2.98,2.01,1647.0
16837,2.91,3.0,2723.0
16838,1.99,2.02,1882.0
16839,2.32,4.0,2114.0
16840,3.51,2.01,2697.0
16841,2.4,3.0,1256.0
16842,3.52,3.99,2370.0
16843,3.5,3.0,2357.0
16844,2.08,3.01,1862.0
16845,3.61,3.01,3178.0
16846,2.51,3.0,1204.0
16847,1.59,2.99,1373.0
16848,3.2,1.99,2196.0
16849,2.7,2.99,3023.0
16850,2.1,3.0,2096.0
16851,1.91,3.98,1943.0
16852,2.8,2.99,2867.0
16853,3.39,2.01,2275.0
16854,2.68,3.0,1895.0
16855,3.5,2.01,2507.0
16856,2.89,3.98,1855.0
16857,3.49,2.99,2441.0
16858,1.82,1.99,1931.0
16859,2.38,2.03,1289.0
16860,3.09,2.0,2413.0
16861,1.92,3.99,2071.0
16862,3.01,2.98,1881.0
16863,3.19,3.02,1472.0
16864,3.1,2.99,2282.0
16865,3.0,3.0,2213.0
16866,3.37,2.98,2320.0
16867,2.69,1.99,1736.0
16868,1.79,2.99,2044.0
16869,2.5,3.0,2119.0
16870,3.1,3.01,1886.0
16871,2.69,3.99,1966.0
16872,2.71,2.99,1582.0
16873,1.8,1.99,1708.0
16874,3.21,1.99,1367.0
16875,3.49,2.01,2436.0
16876,1.6,2.99,2157.0
16877,3.49,2.99,2485.0
16878,1.89,2.98,1708.0
16879,2.8,3.0,1905.0
16880,1.88,2.99,1959.0
16881,3.49,3.99,2479.0
16882,3.5,3.99,2375.0
16883,2.7,3.01,1762.0
16884,2.7,3.03,1511.0
16885,2.2,3.0,1716.0
16886,2.19,3.0,1576.0
16887,3.61,1.97,2218.0
16888,2.1,3.01,1764.0
16889,3.49,3.99,2455.0
16890,2.01,3.01,1906.0
16891,2.39,2.0,1933.0
16892,3.49,2.99,2397.0
16893,3.1,2.99,2610.0
16894,2.19,4.02,2458.0
16895,3.52,3.0,2072.0
16896,2.9,4.0,2725.0
16897,2.49,3.0,1579.0
16898,3.39,2.97,1672.0
16899,2.3,2.98,3348.0
16900,2.28,3.0,2099.0
16901,2.2,3.02,2443.0
16902,3.49,2.99,2388.0
16903,2.71,2.0,1959.0
16904,2.59,3.01,1987.0
16905,1.81,3.01,1922.0
16906,3.69,2.0,1758.0
16907,2.8,2.99,2312.0
16908,2.99,2.01,3269.0
16909,2.92,2.01,2656.0
16910,2.69,1.99,1588.0
16911,3.53,3.01,2212.0
16912,3.42,4.01,2251.0
16913,2.99,4.0,1852.0
16914,2.41,1.99,1146.0
16915,2.49,2.02,1606.0
16916,1.9,3.01,1728.0
16917,2.93,2.99,1785.0
16918,1.59,2.03,1346.0
16919,1.7,4.02,2024.0
16920,3.51,2.0,2365.0
16921,3.7,3.99,2096.0
16922,3.51,3.0,2585.0
16923,3.09,2.97,1535.0
16924,2.71,1.98,1780.0
16925,2.41,2.0,1443.0
16926,2.22,3.99,1580.0
16927,2.92,2.99,2085.0
16928,3.12,3.02,1665.0
16929,2.71,2.99,1728.0
16930,1.99,4.0,2003.0
16931,1.9,2.0,1794.0
16932,3.51,2.01,2572.0
16933,3.0,2.0,1630.0
16934,3.4,2.02,3134.0
16935,3.21,3.01,1870.0
16936,2.71,2.01,2166.0
16937,2.3,2.0,2041.0
16938,1.78,2.02,1626.0
16939,2.49,2.98,2595.0
16940,2.62,3.0,1934.0
16941,1.8,4.0,1642.0
16942,2.99,3.02,3376.0
16943,1.49,3.01,2218.0
16944,3.5,3.01,2389.0
16945,2.59,3.02,1975.0
16946,1.81,3.0,1230.0
16947,1.6,4.01,1529.0
16948,1.82,2.0,1984.0
16949,2.0,3.0,1327.0
16950,1.52,3.02,1878.0
