proband_id,Calories,Daily meals frequency,Water_Intake (liters)
17320,1883.0,2.02,3.01
17321,1686.0,2.01,1.69
17322,2146.0,2.02,2.42
17323,2713.0,3.99,3.1
17324,3093.0,3.0,3.39
17325,3074.0,2.01,2.5
17326,3373.0,2.01,3.12
17327,2296.0,3.01,1.59
17328,1096.0,3.01,2.6
17329,2146.0,1.97,2.6
17330,2304.0,4.0,3.52
17331,1620.0,1.99,2.99
17332,3183.0,2.0,2.21
17333,2849.0,2.99,2.59
17334,1617.0,3.0,3.09
17335,1739.0,2.98,2.42
17336,2610.0,2.0,2.72
17337,2239.0,4.0,3.5
17338,2326.0,3.01,3.2
17339,1654.0,3.01,1.78
17340,1536.0,3.99,1.51
17341,1738.0,3.01,1.98
17342,1346.0,3.99,2.09
17343,1537.0,3.01,2.7
17344,2702.0,3.01,3.1
17345,2560.0,2.0,3.5
17346,1502.0,2.02,2.21
17347,1416.0,2.01,2.4
17348,3269.0,1.97,3.11
17349,3202.0,1.99,3.61
17350,3221.0,2.98,2.51
17351,3094.0,2.01,3.41
17352,1415.0,1.98,2.9
17353,1862.0,3.01,2.41
17354,1543.0,3.01,2.7
17355,2842.0,3.99,2.41
17356,1927.0,3.99,1.9
17357,1732.0,2.01,2.01
17358,2052.0,2.0,2.01
17359,1668.0,3.01,3.4
17360,3100.0,2.01,3.6
17361,1603.0,2.01,2.39
17362,1168.0,3.01,3.01
17363,2250.0,2.97,3.52
17364,1285.0,4.02,2.51
17365,1753.0,2.0,2.41
17366,2318.0,3.0,2.42
17367,1757.0,2.99,2.71
17368,1771.0,2.01,1.71
17369,1689.0,2.98,2.71
17370,1747.0,3.02,3.27
17371,2073.0,3.02,2.12
17372,2491.0,4.0,3.51
17373,1948.0,2.02,2.3
17374,1892.0,2.0,2.41
17375,2509.0,3.0,2.42
17376,1424.0,3.0,3.59
17377,3453.0,2.99,2.2
17378,1905.0,3.99,2.59
17379,2547.0,4.0,3.21
17380,1477.0,3.0,2.82
17381,1603.0,2.01,2.7
17382,1519.0,2.99,1.6
17383,1523.0,1.99,2.71
17384,1923.0,2.0,1.81
17385,1568.0,3.0,2.41
17386,2375.0,2.99,3.5
17387,1641.0,2.99,1.5
17388,1790.0,3.0,2.19
17389,1413.0,4.0,2.41
17390,1956.0,3.01,3.5
17391,1557.0,1.99,2.01
17392,2574.0,3.0,2.71
17393,1891.0,3.01,1.8
17394,1062.0,4.0,2.2
17395,1897.0,4.0,2.72
17396,2906.0,2.99,3.49
17397,2048.0,2.02,2.08
17398,2849.0,1.98,2.71
17399,1960.0,1.99,2.72
17400,1751.0,4.0,3.52
17401,1707.0,2.99,3.22
17402,3368.0,2.03,2.31
17403,1524.0,3.0,2.51
17404,2154.0,3.0,1.49
17405,2395.0,1.99,3.51
17406,1404.0,2.98,1.8
17407,2129.0,2.0,1.7
17408,2257.0,2.0,3.51
17409,1529.0,3.99,1.99
17410,3267.0,2.0,2.29
17411,1649.0,2.99,2.22
17412,2602.0,2.99,3.6
17413,2188.0,3.0,3.51
17414,1798.0,2.0,2.69
17415,2610.0,2.98,2.79
17416,3470.0,4.0,3.38
17417,1795.0,2.99,1.72
17418,1773.0,3.0,3.71
17419,2751.0,3.98,2.2
17420,1906.0,3.0,2.91
17421,1762.0,2.0,1.9
17422,1507.0,4.0,2.09
17423,2079.0,1.99,2.21
17424,2945.0,3.01,3.41
17425,2006.0,3.0,3.7
17426,2644.0,3.0,2.8
17427,1829.0,4.01,2.31
17428,1173.0,2.98,2.8
17429,1256.0,2.0,3.2
17430,1573.0,2.01,1.9
17431,1854.0,2.0,1.91
17432,1261.0,3.03,2.7
17433,2070.0,2.01,1.88
17434,2789.0,2.98,3.12
17435,1935.0,3.0,2.51
17436,1727.0,1.99,2.0
17437,1475.0,3.0,2.41
17438,1597.0,3.0,2.38
17439,2116.0,2.01,2.11
17440,2377.0,3.02,2.0
17441,1864.0,3.0,1.81
17442,1369.0,3.0,2.41
17443,1359.0,2.99,2.29
17444,1773.0,2.02,1.88
17445,2017.0,2.0,2.71
17446,2084.0,3.0,3.11
17447,1917.0,3.01,2.8
17448,1205.0,2.99,2.09
17449,3030.0,3.98,2.29
17450,1744.0,3.0,2.7
17451,2026.0,3.02,3.71
17452,1787.0,3.0,2.69
17453,1997.0,4.0,2.1
17454,1566.0,4.01,1.58
17455,2163.0,2.98,3.21
17456,2300.0,3.0,2.79
17457,1647.0,3.0,3.38
17458,2141.0,4.01,3.71
17459,1827.0,3.03,2.3
17460,1713.0,3.02,2.33
17461,1806.0,3.0,2.69
17462,1247.0,3.01,2.0
17463,1312.0,3.0,2.57
17464,2248.0,2.99,2.0
17465,1404.0,3.02,1.9
17466,1837.0,3.03,2.4
17467,2493.0,2.99,3.5
17468,1476.0,3.01,2.91
17469,1328.0,3.0,1.8
17470,2177.0,3.01,3.49
17471,3324.0,1.99,2.71
17472,1758.0,2.99,2.4
17473,2803.0,3.0,2.81
17474,1777.0,2.0,2.8
17475,1704.0,4.0,2.69
17476,2589.0,2.99,2.2
17477,1919.0,3.02,2.71
17478,1772.0,4.01,2.71
17479,2273.0,2.99,3.5
17480,2324.0,2.0,3.51
17481,2293.0,3.0,3.5
17482,2060.0,1.98,2.5
17483,1469.0,1.99,2.73
17484,1454.0,3.0,1.59
17485,2210.0,3.02,3.52
17486,2398.0,4.0,2.78
17487,1880.0,2.0,2.7
17488,1371.0,1.99,2.8
17489,2647.0,3.01,2.69
17490,2355.0,3.01,3.49
17491,2730.0,2.98,3.01
17492,2214.0,3.02,1.51
17493,2034.0,2.99,3.21
17494,1469.0,2.01,2.61
17495,3297.0,2.0,2.29
17496,1885.0,3.02,2.29
17497,1788.0,2.0,2.0
17498,1685.0,3.0,1.8
17499,1747.0,1.98,2.73
17500,1900.0,1.99,2.39
17501,1439.0,4.01,2.2
17502,1765.0,3.0,2.4
17503,1719.0,2.98,2.7
17504,1291.0,3.01,1.6
17505,1955.0,3.01,2.4
17506,1801.0,3.0,2.68
17507,1751.0,1.99,2.8
17508,1875.0,2.02,2.7
17509,2237.0,3.0,2.4
17510,1637.0,3.0,1.9
17511,1780.0,3.0,1.62
17512,3576.0,4.0,3.09
17513,2182.0,2.99,1.6
17514,2872.0,2.01,2.38
17515,1610.0,1.98,1.51
17516,2515.0,2.99,3.5
17517,2382.0,2.01,3.5
17518,2400.0,3.01,3.51
17519,1196.0,3.98,2.41
17520,1615.0,2.98,2.3
17521,1260.0,2.0,2.62
17522,2135.0,3.0,1.48
17523,2128.0,3.01,2.0
17524,2829.0,3.99,3.5
17525,1855.0,4.0,2.72
17526,2879.0,1.99,2.12
17527,1790.0,3.99,2.21
17528,1936.0,2.0,1.6
17529,1363.0,1.99,2.79
17530,3229.0,2.99,2.6
17531,3149.0,3.02,3.11
17532,1787.0,3.0,2.7
17533,1817.0,3.02,2.69
17534,1974.0,2.99,3.29
17535,2274.0,3.02,3.4
17536,1438.0,3.97,2.71
17537,2584.0,3.0,2.21
17538,1461.0,2.97,2.49
17539,1794.0,3.01,2.01
17540,1921.0,3.0,3.2
17541,1819.0,1.98,2.42
17542,2423.0,3.0,3.5
17543,2534.0,3.01,3.5
17544,1684.0,1.99,2.73
17545,1569.0,2.0,2.61
17546,3254.0,2.02,2.89
17547,2368.0,3.0,2.99
17548,1605.0,2.99,2.4
17549,1474.0,3.01,1.89
17550,3071.0,1.99,3.61
17551,1883.0,2.99,2.11
17552,1495.0,3.0,2.7
17553,1765.0,3.98,2.2
17554,2387.0,3.01,3.7
17555,1678.0,4.02,2.69
17556,2817.0,2.98,3.52
17557,1470.0,2.99,2.22
17558,1772.0,1.99,2.08
17559,1849.0,2.98,2.7
17560,1962.0,3.0,2.01
17561,3359.0,2.99,2.1
17562,2735.0,2.99,3.11
17563,3038.0,3.01,3.31
17564,1414.0,2.99,2.5
17565,3041.0,3.0,2.4
17566,1289.0,3.01,2.29
17567,1629.0,2.99,2.69
17568,1236.0,2.01,2.61
17569,1901.0,3.99,2.69
17570,1343.0,2.0,2.6
17571,1866.0,2.99,2.11
17572,1428.0,3.0,2.7
17573,2113.0,3.98,2.29
17574,2709.0,2.01,2.68
17575,1862.0,2.02,1.61
17576,1779.0,3.02,1.81
17577,2565.0,3.0,2.4
17578,2436.0,2.03,3.48
17579,1619.0,2.0,2.3
17580,1615.0,3.02,2.39
17581,1601.0,3.0,3.38
17582,2206.0,3.02,2.11
17583,1867.0,3.02,2.18
17584,2456.0,2.0,3.5
17585,1609.0,3.0,3.69
17586,1532.0,1.96,2.78
17587,1936.0,3.01,2.9
17588,1449.0,4.0,1.46
17589,3082.0,2.99,3.2
17590,3000.0,3.0,2.18
17591,1327.0,2.98,1.6
17592,2118.0,3.0,2.32
17593,2087.0,2.01,3.49
17594,1445.0,2.99,1.51
17595,2100.0,3.0,3.11
17596,1711.0,3.03,3.41
17597,3092.0,3.0,3.3
17598,1648.0,3.0,2.68
17599,1366.0,3.03,2.6
17600,1806.0,2.0,2.6
17601,2266.0,3.0,3.49
17602,2732.0,4.0,2.5
17603,2068.0,2.01,1.61
17604,2345.0,4.0,3.49
17605,2337.0,2.99,2.09
17606,1930.0,2.02,2.27
17607,1205.0,2.99,2.32
17608,1873.0,2.02,2.41
17609,2293.0,3.02,3.49
17610,1655.0,3.0,2.71
17611,2545.0,1.98,3.1
17612,1987.0,3.01,1.98
17613,2331.0,3.01,2.09
17614,2460.0,2.98,3.51
17615,1574.0,3.0,2.29
17616,2550.0,3.02,3.22
17617,3217.0,3.01,2.97
17618,2957.0,2.02,2.1
17619,2466.0,3.0,3.69
17620,1559.0,3.02,2.1
17621,1328.0,2.02,2.49
17622,1172.0,2.99,2.2
17623,1562.0,2.02,2.4
17624,1382.0,1.98,2.57
17625,1425.0,2.01,2.6
17626,2392.0,3.01,3.47
17627,1899.0,2.02,2.71
17628,1750.0,2.02,1.9
17629,1798.0,2.01,2.3
17630,2233.0,2.99,1.92
17631,1890.0,3.01,2.8
17632,1555.0,3.02,2.09
17633,1610.0,2.98,2.7
17634,1691.0,2.98,1.79
17635,2484.0,3.02,3.08
17636,1749.0,3.0,3.39
17637,1384.0,3.0,2.12
17638,2335.0,2.0,3.52
17639,2131.0,3.0,2.79
17640,1299.0,2.97,1.98
17641,1758.0,3.02,2.69
17642,1515.0,2.98,2.29
17643,1586.0,2.02,1.69
17644,1710.0,2.99,2.7
17645,1644.0,2.99,2.02
17646,1687.0,2.02,2.99
17647,1780.0,3.01,3.1
17648,1045.0,3.01,2.49
17649,1125.0,2.02,2.21
17650,2564.0,1.99,2.89
17651,1855.0,3.03,2.69
17652,1884.0,3.0,2.71
17653,1366.0,2.99,1.99
17654,1888.0,3.02,2.91
17655,2463.0,4.0,3.19
17656,2275.0,3.0,3.5
17657,1899.0,3.0,2.39
17658,1200.0,2.98,2.32
17659,3069.0,3.01,3.08
17660,1392.0,2.99,2.02
17661,1885.0,3.0,2.69
17662,1824.0,2.99,2.03
17663,2153.0,1.99,3.52
17664,1435.0,2.98,2.5
17665,1598.0,2.0,2.7
17666,3122.0,2.99,2.51
17667,1897.0,3.0,2.61
17668,1150.0,1.99,2.6
17669,1438.0,3.0,2.51
17670,1635.0,3.02,1.83
17671,1137.0,2.0,1.62
17672,3184.0,2.0,3.09
17673,1212.0,2.98,1.5
17674,2066.0,1.99,3.39
17675,2399.0,4.02,3.51
17676,1670.0,2.01,1.7
17677,2062.0,3.02,1.71
17678,1813.0,1.99,2.71
17679,2204.0,4.0,3.5
17680,2426.0,1.99,3.21
17681,1609.0,2.01,1.8
17682,1901.0,3.01,3.08
17683,2364.0,3.0,3.42
17684,2274.0,2.03,3.5
17685,1810.0,4.02,3.01
17686,2313.0,1.99,3.5
17687,1760.0,2.98,2.5
17688,1976.0,1.99,2.67
17689,1625.0,2.99,2.59
17690,2127.0,2.99,1.79
17691,2676.0,3.01,3.5
17692,2120.0,1.98,2.08
17693,1362.0,3.01,2.02
17694,1930.0,2.01,2.3
17695,1823.0,2.98,1.99
17696,1391.0,2.99,2.9
17697,2022.0,2.01,1.52
17698,1584.0,3.02,2.71
17699,1865.0,3.0,2.3
17700,1524.0,3.0,3.4
17701,1695.0,2.0,2.99
17702,2520.0,3.01,3.4
17703,1814.0,2.03,2.7
17704,2625.0,3.0,3.5
17705,2282.0,2.99,3.49
17706,1371.0,2.02,2.61
17707,1147.0,3.0,2.59
17708,1228.0,2.01,2.1
17709,2454.0,2.01,2.3
17710,1862.0,4.0,2.69
17711,1231.0,2.01,1.98
17712,1394.0,2.97,2.31
17713,2417.0,3.01,3.51
17714,1662.0,3.0,2.69
17715,2069.0,2.0,2.61
17716,1247.0,2.01,2.81
17717,1926.0,3.97,1.51
17718,2182.0,1.99,3.52
17719,2054.0,3.0,3.32
17720,1773.0,2.0,2.69
17721,1880.0,4.0,2.7
17722,2455.0,3.01,3.39
17723,1770.0,3.99,2.6
17724,1880.0,2.01,2.69
17725,2901.0,3.02,2.7
17726,1579.0,2.01,2.18
17727,2732.0,2.0,3.1
17728,3129.0,3.99,3.52
17729,1615.0,3.99,1.61
17730,1321.0,2.99,1.8
17731,1514.0,3.99,2.82
17732,1800.0,1.97,3.0
17733,2825.0,2.99,2.19
17734,1527.0,2.0,2.8
17735,2577.0,4.01,3.48
17736,1820.0,2.99,2.49
17737,2800.0,3.98,2.29
17738,1455.0,1.99,2.11
17739,2536.0,2.99,3.38
17740,1034.0,1.98,2.12
17741,2062.0,4.0,2.68
17742,2277.0,2.97,3.09
17743,2111.0,2.99,2.8
17744,1446.0,3.0,2.7
17745,1866.0,3.0,2.7
17746,2233.0,3.01,1.8
17747,3037.0,2.99,2.2
17748,2839.0,3.0,2.21
17749,1624.0,3.01,2.89
17750,1534.0,3.01,2.73
17751,2330.0,3.0,3.49
17752,2126.0,2.96,3.5
17753,1725.0,3.01,2.69
17754,1700.0,3.0,1.61
17755,3185.0,2.02,3.01
17756,1733.0,2.0,2.12
17757,1753.0,4.0,2.72
17758,2619.0,3.02,3.02
17759,2376.0,3.0,3.5
17760,1853.0,2.02,1.79
17761,1266.0,2.98,2.49
17762,1601.0,2.99,2.71
17763,1731.0,2.01,1.68
17764,1403.0,2.0,1.68
17765,2507.0,1.98,3.48
17766,2765.0,3.0,2.91
17767,2058.0,3.0,2.32
17768,2854.0,3.03,2.7
17769,2869.0,4.0,2.37
17770,2468.0,1.99,3.51
17771,1696.0,2.0,2.39
17772,2464.0,3.01,3.41
17773,3053.0,3.0,2.5
17774,1969.0,1.97,3.32
17775,2515.0,2.03,3.5
17776,2494.0,2.01,3.52
17777,1629.0,1.99,2.3
17778,1587.0,2.0,3.17
17779,3352.0,2.0,2.88
17780,2289.0,3.0,2.79
17781,1855.0,2.97,2.7
17782,1588.0,3.02,2.71
17783,2027.0,3.97,2.07
17784,2005.0,2.01,1.91
17785,1419.0,3.02,1.51
17786,1324.0,3.02,1.79
17787,2618.0,3.01,2.41
17788,1863.0,2.99,2.28
17789,2324.0,3.03,2.1
17790,2616.0,3.0,2.51
17791,2348.0,4.01,3.51
17792,3094.0,3.01,3.31
17793,2593.0,3.01,2.4
17794,2977.0,3.01,3.09
17795,1434.0,2.99,3.41
17796,1682.0,2.98,2.71
17797,2442.0,2.99,2.31
17798,2264.0,3.0,3.52
17799,1723.0,3.01,2.7
17800,1419.0,2.01,2.69
17801,2085.0,3.02,3.3
17802,2765.0,2.99,2.39
17803,1889.0,3.02,2.3
17804,1865.0,3.99,1.98
17805,1334.0,3.0,2.59
17806,1847.0,3.01,2.81
17807,1773.0,3.01,2.49
17808,2042.0,3.0,2.23
17809,2050.0,3.0,2.79
17810,2038.0,2.98,2.9
17811,1821.0,3.0,2.29
17812,1610.0,2.99,2.11
17813,1137.0,2.0,2.2
17814,1697.0,3.0,3.21
17815,2538.0,2.0,2.09
17816,1957.0,3.0,3.4
17817,2139.0,2.99,2.41
17818,1923.0,4.0,2.57
17819,3253.0,4.0,3.49
17820,1162.0,3.0,3.0
17821,1883.0,2.98,2.9
17822,1748.0,3.0,2.69
17823,1258.0,3.01,2.1
17824,1777.0,3.99,3.0
17825,1641.0,3.01,2.59
17826,1775.0,3.01,2.69
17827,1763.0,1.98,2.09
17828,1748.0,2.99,2.69
17829,1818.0,4.0,2.7
17830,3037.0,3.01,3.18
17831,1154.0,2.98,2.6
17832,2607.0,3.01,2.81
17833,1662.0,3.0,2.6
17834,2529.0,3.99,2.18
17835,2461.0,1.98,2.08
17836,2121.0,4.01,1.91
17837,1928.0,3.0,2.11
17838,1384.0,3.01,2.51
17839,3384.0,3.0,2.59
17840,1677.0,3.0,2.99
17841,2400.0,3.0,3.51
17842,1846.0,3.99,2.51
17843,1386.0,2.0,2.11
17844,1359.0,4.02,2.31
17845,1438.0,2.0,2.89
17846,1212.0,3.0,2.91
17847,1121.0,3.0,2.21
17848,2687.0,2.99,3.19
17849,1633.0,2.97,2.68
17850,2481.0,1.99,3.21
17851,2003.0,4.01,2.91
17852,2428.0,3.0,3.5
17853,1334.0,3.0,2.31
17854,1682.0,2.99,2.71
17855,1469.0,2.99,2.71
17856,1415.0,2.99,1.72
17857,3409.0,3.0,2.59
17858,1186.0,2.99,2.09
17859,1625.0,2.99,2.21
17860,1683.0,3.0,2.29
17861,2220.0,3.0,3.1
17862,1504.0,1.99,2.69
17863,3228.0,3.01,3.2
17864,1490.0,2.0,2.49
17865,3097.0,3.0,2.79
17866,2502.0,3.99,3.09
17867,1578.0,2.99,2.7
17868,1848.0,1.99,2.1
17869,2532.0,2.01,3.7
17870,1798.0,3.01,2.9
17871,1974.0,3.0,2.21
17872,1589.0,2.98,2.4
17873,1917.0,3.01,2.39
17874,2873.0,2.99,2.58
17875,2145.0,2.0,2.7
17876,2281.0,3.02,2.28
17877,1761.0,3.01,2.8
17878,1692.0,3.0,2.72
17879,2278.0,3.0,3.52
17880,2558.0,2.0,3.2
17881,1834.0,1.99,2.7
17882,1700.0,4.0,2.72
17883,1750.0,2.01,2.7
17884,1427.0,2.01,2.38
17885,3346.0,1.97,3.0
17886,2811.0,3.99,3.43
17887,1541.0,4.01,2.7
17888,1865.0,2.99,2.03
17889,3573.0,3.01,2.92
17890,2076.0,3.99,2.29
17891,1872.0,3.0,2.71
17892,2092.0,2.01,2.6
17893,2572.0,2.98,2.19
17894,3278.0,3.0,2.8
17895,2800.0,2.98,3.6
17896,1590.0,2.0,2.31
17897,1474.0,2.03,2.61
17898,1270.0,3.01,3.31
17899,1347.0,3.0,2.11
17900,1729.0,2.99,3.5
17901,2346.0,2.98,3.49
17902,2010.0,3.01,3.31
17903,1196.0,2.01,2.7
17904,2275.0,4.0,3.49
17905,1676.0,3.03,1.81
17906,2792.0,2.99,3.5
17907,1520.0,1.98,2.5
17908,2983.0,3.02,2.59
17909,1277.0,2.99,2.57
17910,1134.0,3.0,2.5
17911,2572.0,3.0,3.59
17912,2562.0,3.0,2.41
17913,1679.0,2.98,2.7
17914,1741.0,2.99,3.4
17915,2751.0,3.02,2.38
17916,1187.0,1.98,2.19
17917,1788.0,3.02,3.68
17918,2230.0,4.01,2.61
17919,1641.0,2.98,1.57
17920,1576.0,3.0,1.72
17921,2665.0,2.03,2.89
17922,1126.0,2.99,2.1
17923,1881.0,2.99,1.8
17924,2252.0,2.01,3.5
17925,1792.0,3.0,2.11
17926,1940.0,2.98,2.42
17927,1749.0,4.0,2.7
17928,2176.0,3.01,3.5
17929,2257.0,3.03,2.2
17930,1560.0,3.03,2.02
17931,1160.0,3.01,2.41
17932,1829.0,1.99,2.7
17933,1868.0,4.01,2.72
17934,1594.0,3.98,1.99
17935,2215.0,1.99,2.2
17936,2234.0,2.0,2.69
17937,3236.0,3.02,3.21
17938,2450.0,3.0,3.5
17939,1522.0,2.99,1.82
17940,1351.0,2.0,1.99
17941,1616.0,2.01,2.11
17942,3371.0,2.97,3.52
17943,1430.0,3.0,1.81
17944,1723.0,2.0,1.81
17945,2264.0,3.01,2.42
17946,2166.0,3.0,2.29
17947,1345.0,2.0,3.5
17948,3293.0,3.01,2.92
17949,2145.0,4.01,1.69
17950,1734.0,4.01,2.7
17951,3363.0,2.0,2.71
17952,3519.0,4.0,3.5
17953,2453.0,2.99,3.5
17954,1899.0,3.02,2.28
17955,2889.0,3.02,3.6
17956,1216.0,3.0,2.6
17957,2978.0,3.01,2.29
17958,3317.0,2.01,2.3
17959,1351.0,2.0,2.82
17960,1282.0,3.02,1.91
17961,1760.0,3.01,2.41
17962,2146.0,4.01,2.59
17963,2989.0,3.01,2.7
17964,1971.0,3.01,1.59
17965,1980.0,3.99,3.31
17966,1796.0,1.99,2.69
17967,1963.0,1.98,2.4
17968,2089.0,2.99,2.28
17969,1354.0,3.01,2.0
17970,1394.0,2.01,2.3
17971,2227.0,2.98,3.02
17972,2155.0,2.98,3.7
17973,3203.0,2.99,2.59
17974,2204.0,3.0,3.49
17975,1674.0,3.0,2.6
17976,2427.0,2.01,3.5
17977,1413.0,3.01,2.6
17978,1525.0,2.97,2.41
17979,2304.0,4.0,3.5
17980,2536.0,3.01,3.2
17981,2370.0,3.03,2.61
17982,2485.0,2.99,2.42
17983,1748.0,1.98,3.0
17984,2355.0,3.0,3.49
17985,1569.0,4.0,2.7
17986,2435.0,2.99,3.51
17987,1970.0,2.01,2.08
17988,2182.0,4.0,3.48
17989,1918.0,3.0,2.59
17990,1814.0,3.01,2.3
17991,2609.0,2.99,3.51
17992,1999.0,2.0,1.68
17993,1593.0,2.99,2.77
17994,1566.0,3.01,3.09
17995,2153.0,1.98,2.08
17996,1248.0,2.01,2.0
17997,1569.0,3.0,2.7
17998,2547.0,3.0,2.4
17999,1755.0,4.0,2.09
18000,2079.0,2.98,2.21
18001,1629.0,4.0,2.71
18002,1897.0,2.02,1.8
18003,1709.0,3.99,2.5
18004,1927.0,3.0,3.4
18005,1476.0,3.0,2.12
18006,2186.0,3.0,1.89
18007,2257.0,1.99,3.39
18008,1570.0,2.99,2.7
18009,2151.0,2.99,2.69
18010,2295.0,1.98,2.5
18011,1636.0,3.0,3.7
18012,2266.0,2.98,2.11
18013,1357.0,2.99,2.49
18014,3211.0,3.01,2.9
18015,1601.0,2.0,2.7
18016,1458.0,3.0,2.71
18017,1808.0,2.99,2.71
18018,2164.0,3.0,1.49
18019,1548.0,2.0,1.88
18020,1904.0,3.98,2.72
18021,1860.0,2.99,2.71
18022,1769.0,2.99,1.89
18023,2442.0,3.0,3.5
18024,1781.0,2.98,2.7
18025,2631.0,3.0,2.4
18026,2245.0,4.01,3.01
18027,1766.0,2.01,2.69
18028,1747.0,2.0,2.7
18029,2576.0,2.99,2.0
18030,1627.0,2.01,2.32
18031,1514.0,2.0,2.78
18032,2817.0,3.01,3.12
18033,3001.0,3.01,3.39
18034,2435.0,3.0,3.5
18035,1463.0,3.0,1.9
18036,1954.0,1.99,2.71
18037,1529.0,3.98,2.09
18038,1548.0,2.99,3.4
18039,1423.0,4.0,2.39
18040,1245.0,2.99,2.07
18041,2488.0,4.02,3.38
18042,2088.0,3.0,1.79
18043,2016.0,3.0,2.51
18044,1772.0,2.0,2.71
18045,1966.0,4.01,1.98
18046,2473.0,4.01,2.69
18047,2533.0,1.99,3.5
18048,1915.0,2.01,2.71
18049,1678.0,1.99,2.72
18050,1254.0,3.01,2.79
18051,1385.0,2.99,2.3
18052,1764.0,2.99,2.09
18053,2019.0,3.0,1.78
18054,1960.0,2.98,1.58
18055,1995.0,2.01,1.89
18056,1490.0,2.99,2.2
18057,1356.0,1.99,3.5
18058,1850.0,2.99,2.6
18059,1976.0,2.97,2.41
18060,2205.0,3.0,3.5
18061,2223.0,3.99,2.79
18062,2128.0,2.98,3.21
18063,1988.0,3.0,2.01
18064,2063.0,3.01,1.5
18065,2295.0,2.0,3.52
18066,1941.0,2.98,1.61
18067,1587.0,2.02,2.89
18068,2699.0,3.01,3.19
18069,2074.0,2.0,1.7
18070,1494.0,2.99,2.2
18071,2693.0,3.01,3.59
18072,2901.0,2.99,2.42
18073,1784.0,3.99,2.61
18074,2116.0,4.0,2.1
18075,2384.0,1.98,3.49
18076,2080.0,3.99,3.09
18077,2162.0,3.01,2.88
18078,1885.0,2.0,2.11
18079,1922.0,2.0,2.31
18080,2696.0,3.0,2.22
18081,2414.0,2.99,3.5
18082,1897.0,1.99,2.7
18083,2659.0,4.0,3.52
18084,1589.0,3.99,2.5
18085,1306.0,2.99,1.7
18086,3037.0,3.01,3.61
18087,1454.0,2.98,2.28
18088,2396.0,3.01,3.5
18089,2677.0,3.0,3.1
18090,2970.0,3.0,2.71
18091,1772.0,2.01,1.79
18092,1699.0,2.99,2.21
18093,1948.0,3.0,2.88
18094,1704.0,2.0,3.1
18095,1799.0,3.98,2.58
18096,1611.0,3.0,2.31
18097,1759.0,2.99,2.31
18098,2076.0,3.0,2.09
18099,2949.0,3.0,2.61
18100,1880.0,3.0,2.6
18101,2389.0,3.0,3.49
18102,1572.0,2.01,1.89
18103,1272.0,3.04,2.11
18104,1888.0,3.01,2.3
18105,1747.0,3.0,2.08
18106,1583.0,3.01,1.51
18107,2064.0,3.0,2.39
18108,2675.0,3.0,3.69
18109,1988.0,4.0,2.79
18110,1902.0,3.02,2.41
18111,1514.0,3.97,1.8
18112,3134.0,2.0,3.11
18113,1705.0,3.01,2.72
18114,2268.0,2.99,3.5
18115,1866.0,3.01,2.38
18116,1992.0,3.0,2.0
18117,3200.0,3.02,2.61
18118,2402.0,3.01,3.51
18119,2370.0,2.99,3.5
18120,2022.0,1.98,3.0
18121,1692.0,2.99,3.71
18122,1544.0,2.98,2.51
18123,2244.0,3.01,3.49
18124,2132.0,1.99,1.6
18125,1792.0,4.01,2.41
18126,1565.0,3.01,2.87
18127,2680.0,3.01,2.7
18128,1939.0,3.01,1.78
18129,2592.0,1.99,2.27
18130,1911.0,3.0,2.27
18131,1234.0,3.99,2.39
18132,1124.0,1.99,2.09
18133,2870.0,2.0,2.49
18134,2907.0,3.02,2.21
18135,2176.0,2.0,3.49
18136,2956.0,4.02,3.52
18137,1812.0,3.02,3.23
18138,2329.0,3.01,3.5
18139,1776.0,2.0,3.61
18140,2277.0,2.0,3.5
18141,2492.0,2.99,3.51
18142,2094.0,3.0,2.21
18143,2984.0,1.99,3.42
18144,1973.0,2.0,2.69
18145,1583.0,3.0,2.7
18146,1704.0,4.01,2.69
18147,2685.0,3.0,3.18
18148,2501.0,2.01,2.89
18149,1326.0,3.02,1.99
18150,1780.0,2.99,2.18
18151,1455.0,2.03,2.3
18152,2963.0,2.01,2.51
18153,1364.0,2.99,3.4
18154,1896.0,4.01,1.99
18155,1791.0,3.0,1.91
18156,1419.0,2.01,3.51
18157,2505.0,3.0,3.19
18158,1641.0,2.02,1.87
18159,1668.0,3.0,2.6
18160,1839.0,4.01,2.19
18161,2810.0,3.03,2.29
18162,2002.0,3.01,2.33
18163,1557.0,2.99,2.3
18164,2057.0,2.99,2.1
18165,1509.0,3.0,2.99
18166,2520.0,1.99,2.0
18167,2392.0,2.02,3.48
18168,2561.0,4.0,3.52
18169,2437.0,3.01,3.5
18170,2282.0,4.01,3.5
18171,1977.0,1.99,2.0
18172,2694.0,3.0,3.01
18173,2196.0,3.0,2.8
18174,1504.0,3.01,3.01
18175,2195.0,3.02,3.61
18176,3246.0,2.01,2.29
18177,1667.0,3.01,3.7
18178,2250.0,1.99,2.5
18179,1221.0,3.02,2.0
18180,1255.0,2.99,1.81
18181,1454.0,2.01,2.6
18182,1810.0,3.02,1.8
18183,1258.0,3.0,2.28
18184,2613.0,3.0,3.51
18185,1810.0,2.01,2.71
18186,2342.0,3.01,3.51
18187,2429.0,3.01,3.11
18188,2708.0,2.01,2.9
18189,2982.0,3.0,3.61
18190,1954.0,3.0,3.52
18191,2195.0,3.0,3.51
18192,2384.0,1.99,3.51
